property_id,property_type,property_age,crime_rate,construction_materials,weather_precipitation,weather_temperature,claim_type,claim_amount,property_damage_cost,insured_value,policyholder_age,property_size
3382,Single-Family Home,8,758.4,Wood,27.24,65.21,Fire,16487.4,14255.18,70186.39,43,14037
5473,Single-Family Home,36,1065.1,Wood,16.0,71.82,Fire,16567.65,18801.69,93722.72,48,18745
43,Single-Family Home,21,1255.6,Wood,13.71,21.22,Fire,15619.54,23276.74,107311.38,28,21462
785,Single-Family Home,22,125.6,Wood,31.07,83.07,Fire,14108.98,7538.91,48885.07,18,9777
2985,Single-Family Home,12,1489.0,Wood,39.05,57.88,Fire,12208.93,9017.38,58933.28,68,11787
9584,Single-Family Home,10,1735.9,Wood,17.06,47.63,Fire,7869.0,11854.39,45580.1,19,9116
1703,Single-Family Home,31,2102.8,Wood,19.4,41.17,Fire,14739.7,11922.86,55329.26,18,11066
7674,Single-Family Home,27,332.5,Wood,28.61,6.82,Theft,2279.28,2370.46,9152.78,33,1831
1352,Single-Family Home,30,771.6,Wood,14.33,51.07,Water Damage,5830.43,8951.55,24823.52,43,4965
2025,Single-Family Home,30,1990.0,Wood,24.06,49.09,Fire,13798.67,20844.1,68920.02,30,13784
7849,Apartment,26,460.3,Wood,30.22,65.17,Water Damage,5523.12,3844.42,24907.03,50,2491
8026,Apartment,11,199.0,Concrete,14.27,0.82,Theft,2669.07,5048.5,19768.33,22,1977
4484,Apartment,2,283.4,Steel,18.76,16.37,Water Damage,7051.07,10493.99,70629.625,30,2825
8264,Commercial Building,19,3621.4,Wood,28.75,56.93,Water Damage,10369.63,10731.82,59620.6,44,29810
5235,Apartment,8,1474.1,Concrete,12.39,68.45,Fire,16472.04,19672.75,91938.11,28,9194
1709,Single-Family Home,11,1398.8,Wood,99.9,72.96,Fire,14743.63,15945.43,76480.76,19,15296
6937,Commercial Building,39,5823.4,Wood,21.99,30.26,Water Damage,8804.56,20301.82,77274.67,67,38637
7093,Commercial Building,12,5080.8,Steel,50.44,42.58,Fire,20291.3,47576.94,148712.93,64,74356
7143,Single-Family Home,42,141.5,Wood,33.73,63.14,Theft,2820.92,5657.24,15287.02,32,3057
4882,Single-Family Home,47,858.2,Wood,34.67,34.28,Fire,8392.24,8292.61,41816.56,54,8363
4099,-,12,4184.4,Wood,16.24,91.62,,18943.56,18831.48,106975.69,44,21395
5316,Commercial Building,9,754.6,Wood,30.51,60.44,Theft,3117.32,5213.27,23989.01,26,11995
16,Single-Family Home,4,333.4,Wood,36.18,74.58,Water Damage,9983.25,7055.08,28864.1,36,5773
925,Apartment,43,1262.8,Steel,14.06,94.06,Fire,13641.5,25819.44,99167.36,61,9917
47,Single-Family Home,18,733.7,Wood,37.83,81.72,Water Damage,7888.75,10820.73,33063.51,33,6613
6821,Commercial Building,11,3835.2,Wood,37.36,90.74,Fire,13523.81,6151.61,133071.525,40,26614
4280,Single-Family Home,31,968.3,Wood,24.05,77.64,Theft,4289.37,8575.35,28373.94,19,5675
9449,Apartment,7,934.4,Concrete,22.94,21.25,Fire,13036.79,12686.65,73259.6,72,7326
7635,Apartment,46,206.5,Wood,31.49,38.67,Fire,13578.3,21840.65,69873.68,30,6987
2191,Single-Family Home,50,708.3,Wood,19.0,1.73,Water Damage,7906.69,15866.16,53056.21,71,10611
3297,Commercial Building,28,1927.0,Wood,73.44,71.63,Fire,21859.07,11445.04,86103.24,59,43052
5279,Single-Family Home,11,1105.0,Wood,20.37,62.85,Fire,17540.73,22520.73,78814.83,51,15763
92,Single-Family Home,7,1790.0,Wood,13.33,56.21,Fire,17717.93,16692.08,90842.78,34,18169
3638,Apartment,38,159.2,Wood,16.4,56.28,Water Damage,8187.86,6684.0,98452.45000000001,27,3938
7823,Single-Family Home,10,135.1,Wood,19.11,27.84,Theft,1833.62,904.97,5074.6,33,1015
2167,Single-Family Home,22,514.0,Wood,30.41,77.55,Water Damage,5153.11,5985.64,23271.08,28,4654
5489,Single-Family Home,27,2267.2,Wood,13.3,68.95,Fire,17125.75,14483.07,154582.19999999998,68,12367
2975,Single-Family Home,5,1871.4,Wood,39.87,94.05,Fire,14441.75,15641.24,53110.47,19,10622
418,Commercial Building,5,4716.9,Concrete,34.77,66.63,Water Damage,7436.46,10994.68,51061.98,30,25531
7668,Single-Family Home,48,2119.6,Wood,39.48,11.31,Fire,16790.62,17395.55,63732.11,64,12746
2241,Apartment,13,758.0,Concrete,21.61,47.92,Water Damage,6935.67,8836.41,39758.33,18,3976
1796,Single-Family Home,17,937.1,Wood,21.75,51.74,Water Damage,7039.82,9019.54,29118.69,56,5824
8964,Single-Family Home,24,791.9,Wood,32.71,0.73,Fire,15434.34,17319.42,71770.8,20,14354
5585,Single-Family Home,25,1415.2,Wood,13.27,32.26,Fire,11078.93,8906.18,36211.52,42,7242
9986,Apartment,17,836.7,Concrete,13.4,45.28,Fire,18022.51,14107.04,66544.34,52,6654
6,Commercial Building,12,6108.7,Wood,26.68,62.51,Fire,16771.57,16469.27,88585.63,47,44293
9837,Single-Family Home,9,2588.4,Wood,33.41,74.0,Water Damage,10136.08,17973.69,79627.44,21,15925
7666,Single-Family Home,17,576.0,Wood,13.78,41.56,Fire,13660.42,8757.16,50533.91,42,10107
8058,Commercial Building,6,2711.0,Wood,13.74,54.84,Water Damage,7225.03,10972.67,48901.82,49,24451
8170,Single-Family Home,2,2305.5,Wood,37.84,43.56,Fire,19189.5,15016.93,82181.37,37,16436
5617,Single-Family Home,33,1109.0,Wood,113.71,63.56,Fire,13478.17,17717.22,62461.96,45,12492
5390,Single-Family Home,49,1157.4,Wood,34.15,89.62,Water Damage,6959.95,14237.97,59187.22,76,11837
6356,Commercial Building,45,932.1,Wood,26.75,93.15,Water Damage,7098.61,7238.14,23214.95,32,11607
7237,Apartment,49,594.7,Wood,31.58,64.3,Water Damage,9613.07,17161.56,73875.2,28,7388
126,Commercial Building,21,1796.6,Wood,22.9,43.35,Water Damage,9157.51,9758.42,35692.55,60,17846
6757,Commercial Building,28,806.5,Concrete,38.14,60.12,Fire,13383.93,7250.5,59191.46,22,29596
9595,Single-Family Home,21,492.4,Wood,37.36,16.53,Water Damage,7116.59,4978.07,25379.37,29,5076
5651,Apartment,44,654.8,Concrete,39.42,44.24,Fire,14604.35,36315.19,152513.58,51,15251
8631,Commercial Building,15,609.4,Concrete,13.85,32.72,Water Damage,9583.6,9352.16,31889.35,68,15945
4543,Single-Family Home,6,765.5,Wood,38.64,32.16,Water Damage,7093.96,4349.03,30449.08,79,6090
2691,Single-Family Home,43,151.2,Wood,70.37,91.16,Water Damage,5008.46,5042.1,21614.46,25,4323
8987,Apartment,28,256.0,Concrete,38.26,78.3,Water Damage,8568.63,13004.27,40514.49,52,4051
9793,Single-Family Home,2,1759.0,Wood,32.48,14.11,Fire,9036.51,13987.99,54948.52,52,10990
8609,Commercial Building,42,1090.7,Concrete,29.5,50.7,Water Damage,6903.71,20061.53,57437.4,49,28719
6985,Single-Family Home,25,63.9,Wood,26.96,24.18,Theft,1739.03,2196.18,7790.57,46,1558
8574,Single-Family Home,40,328.5,Wood,32.8,36.77,Fire,17333.96,16972.25,57976.82,80,11595
2289,Commercial Building,31,1752.0,Steel,35.56,49.57,Water Damage,6584.75,18570.12,60654.09,51,30327
6684,Apartment,32,429.5,Wood,33.19,46.25,Water Damage,5427.71,11502.3,37674.89,78,3767
8726,-,30,6463.8,Wood,39.93,67.74,,17389.35,39599.51,405953.7,36,32476
2510,Single-Family Home,25,629.3,Wood,26.82,49.87,Water Damage,9025.42,3759.71,31074.79,42,6215
8663,Apartment,25,843.7,Concrete,24.11,49.32,Water Damage,10797.41,10206.09,51745.57,70,5175
3099,Single-Family Home,27,2942.0,Wood,13.3,81.76,Fire,19813.8,19253.05,74319.96,33,14864
4762,Commercial Building,25,377.1,Wood,24.23,80.5,Water Damage,10294.1,8953.99,108308.72499999999,40,21662
1705,Commercial Building,44,741.3,Concrete,94.34,73.96,Water Damage,7383.64,15561.46,43637.34,64,21819
2574,Single-Family Home,18,2769.8,Wood,26.56,13.26,Fire,14090.4,13231.99,81203.54,80,16241
1803,Single-Family Home,-14,1129.3,Wood,38.32,40.32,Fire,11778.67,13951.23,41662.18,68,8332
6074,-,16,302.2,Wood,38.36,10.11,,8382.37,3759.23,28215.84,72,2822
3363,Commercial Building,47,3253.4,Concrete,14.22,86.41,Fire,12843.94,33323.59,69989.18,79,34995
4563,Commercial Building,16,1809.6,Wood,15.55,78.17,Water Damage,7601.84,3300.81,23739.16,65,11870
9941,Single-Family Home,37,2807.2,Wood,26.83,70.8,Fire,16852.42,13436.02,80211.22,59,16042
8097,Apartment,7,591.3,Wood,20.14,59.84,Water Damage,6728.63,10922.71,33964.18,72,3396
2741,Single-Family Home,28,2101.8,Wood,23.32,81.31,Fire,16904.07,22321.89,63732.34,43,12746
6502,Apartment,25,1566.9,Concrete,33.38,62.05,Fire,13145.63,22158.25,83758.44,32,8376
7321,Single-Family Home,9,1764.3,Wood,36.61,41.23,Fire,13611.65,14520.08,177258.425,30,14181
3025,Apartment,41,1212.2,Concrete,21.19,13.71,Fire,12134.36,21307.47,93653.89,67,9365
2505,Single-Family Home,26,84.2,Wood,38.33,21.14,Water Damage,9472.15,4670.63,31740.62,57,6348
557,Single-Family Home,6,1510.1,Wood,30.49,3.35,Fire,17146.88,19902.8,73467.79,40,14694
5521,Commercial Building,28,1471.0,Concrete,30.59,78.22,Water Damage,8761.19,7291.73,35084.8,64,17542
54,Commercial Building,40,6672.4,Concrete,15.47,44.12,Fire,13526.52,36463.35,93440.83,24,46720
5492,-,28,1316.6,Wood,19.78,50.07,,16330.36,12487.9,85771.16,34,17154
7166,Commercial Building,26,5109.6,Wood,30.44,57.48,Fire,18379.71,16648.18,99335.15,42,49668
8684,Single-Family Home,23,395.0,Wood,29.62,51.72,Water Damage,7966.77,3383.03,28792.37,36,5758
5572,Single-Family Home,30,276.9,Wood,18.44,55.01,Theft,2659.05,5378.73,14692.7,79,2939
9474,Single-Family Home,24,1184.9,Wood,15.51,45.62,Water Damage,8329.47,9118.62,42320.47,20,8464
3724,Single-Family Home,26,2452.6,Wood,13.24,65.99,Fire,18995.38,8859.46,77681.2,47,15536
6343,Single-Family Home,21,2237.9,Wood,13.6,75.8,Fire,18129.85,12306.62,67656.11,64,13531
5227,Single-Family Home,40,524.4,Wood,19.29,61.04,Fire,15869.53,16659.23,73126.53,53,14625
7788,Apartment,6,1305.1,Wood,22.04,70.97,Fire,16653.81,23694.24,68657.29,69,6866
3953,Apartment,11,420.8,Concrete,12.89,85.99,Water Damage,10092.24,5651.46,33119.6,30,3312
6160,Single-Family Home,26,463.0,Wood,25.61,93.27,Fire,12452.7,7495.6,44534.41,29,8907
1336,Single-Family Home,38,1669.5,Wood,37.43,76.98,Fire,12997.62,23596.14,97933.3,37,19587
2013,Commercial Building,42,9595.7,Wood,58.0,80.85,Fire,18337.28,27891.62,113452.81,70,56726
7436,Commercial Building,18,6420.8,Wood,34.41,55.75,Fire,15194.17,15547.78,90953.4,52,45477
1130,Commercial Building,7,3458.6,Steel,20.83,78.99,Fire,7421.43,19292.59,57667.82,42,28834
1119,Single-Family Home,-30,323.0,Wood,10.73,84.33,Water Damage,7806.37,4576.03,25282.21,55,5056
8530,Single-Family Home,27,675.7,Wood,38.13,51.55,Water Damage,6360.73,3704.36,17320.13,45,3464
6699,Single-Family Home,32,1550.5,Wood,33.44,41.88,Fire,14962.34,34914.35,93751.89,65,18750
9576,Commercial Building,3,3846.8,Concrete,24.78,91.54,Fire,13786.84,10032.16,49378.19,26,24689
302,Single-Family Home,49,474.6,Wood,19.11,72.71,Water Damage,7208.47,7295.75,24361.86,47,4872
2387,Single-Family Home,39,190.1,Wood,22.3,21.0,Water Damage,7716.56,6784.12,27929.29,45,5586
5625,Commercial Building,8,3308.1,Steel,18.77,88.51,Water Damage,8882.99,20410.27,84274.98,55,42137
2358,Commercial Building,41,4733.8,Steel,20.8,12.37,Fire,17531.08,19869.46,106654.75,58,53327
2531,Single-Family Home,8,1939.7,Wood,28.87,42.42,Fire,16469.49,9753.96,74484.16,31,14897
460,Apartment,22,313.0,Wood,21.52,63.52,Water Damage,8732.92,7934.29,28613.95,78,2861
6467,Apartment,39,215.6,Concrete,24.75,12.43,Water Damage,4817.78,13814.58,32759.53,42,3276
4776,Commercial Building,46,1878.4,Concrete,33.34,84.15,Fire,10203.07,10323.37,49477.97,42,24739
3717,Single-Family Home,4,1917.1,Wood,35.16,56.55,Fire,16622.8,22519.0,111088.7,65,22218
6155,Apartment,6,339.8,Concrete,24.99,73.4,Fire,12870.89,13212.6,42135.84,36,4214
214,Commercial Building,20,320.3,Wood,33.2,21.48,Theft,3890.57,3340.58,14824.03,45,7412
1767,Single-Family Home,21,502.1,Wood,25.77,94.12,Fire,10461.12,4435.87,32660.91,78,6532
8739,Single-Family Home,32,527.4,Wood,26.74,85.99,Theft,2628.44,4569.47,15105.9,73,3021
6297,Commercial Building,27,5514.5,Steel,39.99,24.36,Water Damage,7728.97,13894.7,60781.65,33,30391
7921,Apartment,33,652.8,Wood,33.88,51.46,Fire,21068.79,46574.91,200639.59,25,20064
9214,Commercial Building,9,1195.2,Steel,35.06,85.29,Water Damage,9288.64,6895.78,24835.8,77,12418
9227,Apartment,34,1345.0,Steel,29.26,11.03,Water Damage,9345.93,33426.82,107471.44,31,10747
2793,Commercial Building,29,1856.0,Steel,12.84,64.47,Water Damage,5711.01,12425.32,35966.94,30,17983
988,Commercial Building,35,4683.3,Wood,21.96,54.41,Fire,12105.53,20294.52,79803.1,48,39902
6664,Single-Family Home,13,1748.6,Wood,32.17,59.24,Fire,18389.82,14701.79,50238.05,52,10048
1089,Commercial Building,36,1893.8,Concrete,38.66,58.58,Water Damage,6791.28,7627.03,39555.06,60,19778
3566,Single-Family Home,11,536.4,Wood,25.66,46.11,Water Damage,6874.79,3461.24,18981.37,60,3796
9779,Single-Family Home,26,304.4,Wood,35.6,63.0,Theft,2624.09,3498.58,10920.93,32,2184
1421,Single-Family Home,17,592.3,Wood,20.57,82.29,Water Damage,8232.38,6230.45,36411.23,37,7282
1655,Single-Family Home,3,764.6,Wood,15.57,86.83,Water Damage,8708.43,4189.8,20205.4,52,4041
8081,Apartment,7,407.8,Wood,38.29,89.81,Water Damage,7371.68,12137.54,32335.77,47,3234
7892,Apartment,48,67.1,Wood,13.51,37.13,Theft,2229.87,3986.6,13114.59,75,1311
346,-,41,950.1,Wood,28.28,64.28,,7678.74,18104.03,72799.14,65,7280
3831,Apartment,37,362.3,Wood,105.75,77.47,Water Damage,8969.92,16989.69,71997.08,39,7200
2801,Single-Family Home,12,2034.4,Wood,36.88,41.98,Fire,20258.16,11907.26,56997.92,32,11400
8060,Single-Family Home,42,408.0,Wood,18.97,73.32,Fire,15996.85,16642.85,66386.48,37,13277
6470,Commercial Building,24,362.0,Concrete,20.57,84.74,Water Damage,5630.02,7956.41,60307.700000000004,38,12062
5384,Single-Family Home,43,403.8,Wood,39.57,22.93,Water Damage,8739.27,19001.27,47287.32,79,9457
807,Commercial Building,40,559.8,Wood,18.2,93.15,Water Damage,7423.78,8440.25,33204.18,59,16602
5085,Apartment,45,1204.9,Wood,29.71,57.29,Water Damage,9576.32,15538.26,71107.05,66,7111
2890,Commercial Building,43,1013.9,Wood,17.11,5.6,Water Damage,5911.69,11605.02,35457.93,77,17729
8591,Commercial Building,18,2040.1,Steel,21.14,45.1,Water Damage,10938.81,8671.94,43728.78,56,21864
3330,Single-Family Home,1,648.0,Wood,10.58,77.48,Fire,11411.23,17038.46,64939.63,73,12988
1192,Single-Family Home,45,5018.8,Wood,63.38,91.76,Fire,17670.37,34751.3,393154.80000000005,64,31452
6979,Commercial Building,42,2362.0,Concrete,28.39,64.54,Fire,9448.31,27555.33,95023.8,71,47512
4904,Apartment,10,617.8,Concrete,39.98,73.43,Water Damage,8514.48,7846.48,31614.04,30,3161
3427,Single-Family Home,9,474.2,Wood,20.75,62.04,Water Damage,4918.29,7399.01,34752.02,80,6950
6126,Commercial Building,15,4102.4,Wood,68.3,91.53,Water Damage,6762.99,8182.24,42388.33,71,21194
9126,Commercial Building,3,663.3,Steel,26.53,64.1,Water Damage,5940.52,5914.51,26305.34,80,13153
9058,Single-Family Home,32,609.2,Wood,12.83,45.17,Water Damage,7501.69,15672.05,37879.63,32,7576
3761,-,17,2996.7,Wood,16.97,86.44,,5672.62,9001.27,33801.25,77,16901
847,Single-Family Home,32,1392.3,Wood,30.28,57.83,Water Damage,6583.25,15574.73,45181.09,26,9036
5442,Single-Family Home,18,316.2,Wood,16.79,52.1,Theft,2889.05,3101.13,11031.84,47,2206
6495,Single-Family Home,13,159.9,Wood,11.72,57.21,Water Damage,9774.44,8180.17,37717.48,43,7543
8724,Commercial Building,18,644.8,Wood,30.19,82.01,Water Damage,8614.4,13381.07,125756.02500000001,52,25151
8753,Commercial Building,19,1475.5,Concrete,38.71,51.09,Water Damage,10584.23,8027.3,43433.96,42,21717
9014,Commercial Building,10,1384.8,Wood,103.39,42.57,Water Damage,7734.47,9371.03,49512.64,46,24756
5192,Single-Family Home,30,203.7,Wood,29.4,94.93,Theft,2969.89,2936.28,17482.3,21,3496
5220,Single-Family Home,27,1249.0,Wood,31.36,48.12,Water Damage,9192.91,10415.97,52192.91,66,10439
2891,Commercial Building,4,6756.0,Concrete,16.12,53.09,Fire,20894.34,30795.54,82599.13,74,41300
8382,Commercial Building,6,767.9,Wood,30.2,35.33,Theft,2741.17,2321.59,12742.57,70,6371
4121,Single-Family Home,42,645.4,Wood,12.75,78.59,Fire,11184.34,26113.66,76846.51,24,15369
4422,Apartment,50,843.6,Wood,26.04,46.02,Water Damage,8704.54,15734.94,64127.33,62,6413
9688,Commercial Building,22,7820.2,Concrete,21.12,73.11,Fire,16502.14,16850.4,84638.17,42,42319
548,-,-31,443.9,Wood,15.96,43.39,,14027.48,6973.71,37736.08,75,7547
8503,Apartment,7,560.1,Wood,19.37,59.65,Water Damage,10029.22,4858.41,41713.03,30,4171
9925,Apartment,26,121.0,Concrete,22.51,76.32,Water Damage,6933.02,6085.32,20030.44,51,2003
3701,Commercial Building,22,2354.9,Wood,34.24,59.29,Water Damage,12557.81,19084.8,76455.95,37,38228
7028,Single-Family Home,5,642.2,Wood,24.03,81.09,Fire,15732.39,27906.5,113546.22,25,22709
4609,Single-Family Home,23,846.4,Wood,16.72,84.34,Fire,14266.19,21523.39,76780.29,77,15356
2902,Commercial Building,-50,2957.0,Wood,23.7,31.94,Water Damage,7979.32,3456.81,34099.12,52,17050
506,Single-Family Home,15,2182.6,Wood,19.44,51.5,Fire,20716.79,10365.66,77399.5,38,15480
7551,Single-Family Home,20,1073.0,Wood,21.09,75.95,Fire,17547.86,22000.69,112507.14,22,22501
1208,Commercial Building,7,2269.3,Wood,15.6,75.04,Water Damage,8064.58,8913.46,34063.35,21,17032
8243,Single-Family Home,25,230.9,Wood,24.96,57.39,Fire,14277.89,19006.14,79705.55,77,15941
8174,Commercial Building,47,5683.7,Wood,91.51,55.17,Fire,15521.49,36759.36,155708.19,49,77854
3870,Single-Family Home,17,339.5,Wood,23.19,57.06,Fire,15822.22,24561.79,101483.87,74,20297
6481,Commercial Building,2,208.7,Wood,39.2,45.55,Theft,3351.56,2866.14,13070.03,36,6535
7692,Single-Family Home,41,4311.6,Wood,30.73,21.75,Fire,20136.85,37487.75,324660.17500000005,69,25973
9212,Apartment,17,509.6,Wood,25.03,92.33,Water Damage,7852.36,9075.87,30910.85,74,3091
3821,Apartment,1,717.2,Concrete,31.18,54.57,Water Damage,5980.1,9883.2,36520.04,53,3652
6144,Single-Family Home,49,1789.6,Wood,37.99,20.51,Water Damage,8338.67,14222.71,67355.63,71,13471
118,Single-Family Home,36,3164.6,Wood,33.0,42.56,Fire,14493.37,24821.03,116798.63,47,23360
5504,Single-Family Home,7,1710.4,Wood,25.14,91.82,Fire,13240.97,18640.01,80883.48,48,16177
1792,Commercial Building,5,851.9,Wood,13.59,77.86,Water Damage,6482.16,4952.24,20664.78,60,10332
819,-,6,1114.7,Wood,18.89,29.98,,8951.9,15309.66,71806.5,37,7181
9800,Commercial Building,43,10503.8,Steel,15.18,70.74,Water Damage,9851.93,31973.36,114042.02,53,57021
5015,Single-Family Home,25,95.2,Wood,35.16,54.18,Water Damage,5687.07,2750.74,12661.06,50,2532
897,Apartment,26,70.1,Wood,15.49,2.12,Water Damage,6424.73,7804.14,31218.58,41,3122
5285,Apartment,42,391.7,Concrete,22.58,16.89,Fire,13684.31,13362.66,49120.86,63,4912
1173,Commercial Building,12,3981.4,Wood,28.01,51.36,Fire,14423.39,14464.23,45533.96,75,22767
4796,Apartment,27,116.3,Concrete,13.31,80.38,Water Damage,7389.15,4644.95,20617.7,30,2062
8611,Apartment,25,412.4,Wood,30.2,68.49,Water Damage,9289.17,4913.32,31292.32,33,3129
7204,Single-Family Home,25,1722.1,Wood,27.37,40.73,Fire,16321.62,12677.82,47283.52,33,9457
6597,Apartment,41,672.1,Steel,34.38,84.07,Water Damage,10998.72,27122.76,73141.36,32,7314
7514,Single-Family Home,3,2741.6,Wood,20.26,58.81,Fire,14161.91,15234.65,81584.43,34,16317
5216,Commercial Building,1,9709.0,Concrete,26.59,44.64,Fire,12250.19,26368.83,107619.36,41,53810
7919,Commercial Building,19,2826.8,Wood,22.25,49.36,Water Damage,7181.07,7018.28,41872.61,51,20936
5257,Apartment,5,150.8,Wood,25.19,72.82,Water Damage,11607.22,6401.96,28396.9,53,2840
5432,Apartment,10,1021.2,Steel,16.9,81.51,Fire,14444.36,12084.27,68919.9,66,6892
1258,Apartment,43,338.3,Wood,25.51,69.42,Water Damage,8386.89,15281.8,66037.6,41,6604
9911,Apartment,20,67.1,Concrete,10.24,39.43,Water Damage,10164.6,16141.67,47674.54,35,4767
6942,Commercial Building,45,4898.3,Concrete,32.58,66.7,Water Damage,5913.64,11551.4,50741.48,44,25371
4975,Apartment,35,421.0,Steel,18.79,70.45,Water Damage,9233.91,23036.04,67506.1,53,6751
518,Commercial Building,15,2050.3,Wood,47.17,34.93,Fire,19295.48,27543.36,77094.8,79,38547
3973,Apartment,27,2267.5,Concrete,34.4,50.06,Fire,20755.97,40784.85,143968.24,65,14397
879,Apartment,41,308.4,Wood,17.14,19.76,Water Damage,7734.54,9683.01,26694.55,53,2669
5709,Single-Family Home,5,741.3,Wood,16.47,68.57,Fire,14996.77,8384.9,42752.72,25,8551
5852,Apartment,50,2165.1,Concrete,11.98,40.32,Fire,17371.99,35785.84,110119.63,21,11012
9771,Single-Family Home,32,4903.3,Wood,14.09,52.96,Fire,18592.79,38078.84,139963.81,31,27993
9559,Apartment,5,133.8,Wood,23.07,24.36,Water Damage,5916.54,8470.86,35339.61,62,3534
5022,Apartment,29,1181.3,Steel,18.85,48.65,Water Damage,12113.11,26667.1,72136.28,37,7214
7033,Apartment,48,110.3,Concrete,19.03,54.73,Water Damage,6577.96,16144.97,41646.18,28,4165
832,Apartment,37,286.3,Wood,10.08,49.98,Water Damage,4248.92,6788.45,25324.18,80,2532
3715,Single-Family Home,35,1410.6,Wood,28.03,78.31,Fire,15715.65,37165.15,144972.84,25,28995
8062,-,39,1135.6,Steel,11.13,51.19,,3172.35,6645.85,16628.38,72,8314
1785,Apartment,49,1665.3,Wood,11.23,85.59,Fire,12865.24,23115.69,83785.72,80,8379
9309,Apartment,22,44.6,Concrete,31.52,51.2,Water Damage,7814.97,8759.73,31497.5,54,3150
7383,Single-Family Home,26,698.9,Wood,22.89,74.79,Water Damage,7474.67,5749.77,22939.91,53,4588
4621,Single-Family Home,36,1137.2,Wood,23.61,69.01,Fire,6401.78,4019.46,30148.87,80,6030
9598,Commercial Building,41,3780.7,Concrete,14.68,92.24,Water Damage,8949.41,13266.67,46686.25,61,23343
3864,Single-Family Home,24,178.6,Wood,25.39,2.97,Water Damage,9459.21,3832.11,20325.51,59,4065
3113,Commercial Building,37,7401.8,Steel,30.07,93.97,Fire,14761.09,13404.78,79231.15,48,39616
1690,Single-Family Home,1,1249.3,Wood,31.37,56.11,Water Damage,10645.93,11124.21,54649.93,52,10930
3510,Apartment,27,233.7,Steel,80.67,55.96,Water Damage,4985.17,8210.14,36722.43,32,3672
1399,Apartment,18,49.6,Steel,23.58,41.22,Theft,2826.76,4210.51,12732.23,58,1273
6300,Single-Family Home,12,1028.0,Wood,23.91,85.9,Fire,11925.87,14956.64,49194.41,57,9839
8784,Apartment,17,332.4,Steel,18.75,78.24,Water Damage,7594.58,7974.6,25665.93,25,2567
6792,Single-Family Home,32,367.6,Wood,21.6,89.45,Theft,3742.57,5435.45,15927.29,49,3185
